record_type,record_id,state,tier,rule_name,confidence,rationale,proposer_output,verifier_output,tolerance_used,reason_code,timestamp
order,ORD00108,exception,1,duplicate_detect,0.0,Multiple gateway captures share one order; a human must identify the retry to void.,,,duplicate count > 1,duplicate_capture_human_void_required,2026-07-03T10:46:00+00:00
transaction,TXN00112,exception,1,duplicate_detect,0.0,Multiple gateway captures share one order; a human must identify the retry to void.,,,duplicate count > 1,duplicate_capture_human_void_required,2026-07-03T10:46:00+00:00
transaction,TXN00113,exception,1,duplicate_detect,0.0,Multiple gateway captures share one order; a human must identify the retry to void.,,,duplicate count > 1,duplicate_capture_human_void_required,2026-07-03T10:46:00+00:00
bank_credit,UTR00098,exception,1,duplicate_detect,0.0,Multiple gateway captures share one order; a human must identify the retry to void.,,,duplicate count > 1,duplicate_capture_human_void_required,2026-07-03T10:46:00+00:00
order,ORD00111,exception,1,duplicate_detect,0.0,Multiple gateway captures share one order; a human must identify the retry to void.,,,duplicate count > 1,duplicate_capture_human_void_required,2026-07-03T10:46:00+00:00
transaction,TXN00116,exception,1,duplicate_detect,0.0,Multiple gateway captures share one order; a human must identify the retry to void.,,,duplicate count > 1,duplicate_capture_human_void_required,2026-07-03T10:46:00+00:00
transaction,TXN00117,exception,1,duplicate_detect,0.0,Multiple gateway captures share one order; a human must identify the retry to void.,,,duplicate count > 1,duplicate_capture_human_void_required,2026-07-03T10:46:00+00:00
bank_credit,UTR00100,exception,1,duplicate_detect,0.0,Multiple gateway captures share one order; a human must identify the retry to void.,,,duplicate count > 1,duplicate_capture_human_void_required,2026-07-03T10:46:00+00:00
order,ORD00113,exception,1,duplicate_detect,0.0,Multiple gateway captures share one order; a human must identify the retry to void.,,,duplicate count > 1,duplicate_capture_human_void_required,2026-07-03T10:46:00+00:00
transaction,TXN00119,exception,1,duplicate_detect,0.0,Multiple gateway captures share one order; a human must identify the retry to void.,,,duplicate count > 1,duplicate_capture_human_void_required,2026-07-03T10:46:00+00:00
transaction,TXN00120,exception,1,duplicate_detect,0.0,Multiple gateway captures share one order; a human must identify the retry to void.,,,duplicate count > 1,duplicate_capture_human_void_required,2026-07-03T10:46:00+00:00
bank_credit,UTR00102,exception,1,duplicate_detect,0.0,Multiple gateway captures share one order; a human must identify the retry to void.,,,duplicate count > 1,duplicate_capture_human_void_required,2026-07-03T10:46:00+00:00
order,ORD00135,exception,1,duplicate_detect,0.0,Multiple gateway captures share one order; a human must identify the retry to void.,,,duplicate count > 1,duplicate_capture_human_void_required,2026-07-03T10:46:00+00:00
transaction,TXN00142,exception,1,duplicate_detect,0.0,Multiple gateway captures share one order; a human must identify the retry to void.,,,duplicate count > 1,duplicate_capture_human_void_required,2026-07-03T10:46:00+00:00
transaction,TXN00143,exception,1,duplicate_detect,0.0,Multiple gateway captures share one order; a human must identify the retry to void.,,,duplicate count > 1,duplicate_capture_human_void_required,2026-07-03T10:46:00+00:00
bank_credit,UTR00124,exception,1,duplicate_detect,0.0,Multiple gateway captures share one order; a human must identify the retry to void.,,,duplicate count > 1,duplicate_capture_human_void_required,2026-07-03T10:46:00+00:00
order,ORD00150,exception,1,duplicate_detect,0.0,Multiple gateway captures share one order; a human must identify the retry to void.,,,duplicate count > 1,duplicate_capture_human_void_required,2026-07-03T10:46:00+00:00
transaction,TXN00158,exception,1,duplicate_detect,0.0,Multiple gateway captures share one order; a human must identify the retry to void.,,,duplicate count > 1,duplicate_capture_human_void_required,2026-07-03T10:46:00+00:00
transaction,TXN00159,exception,1,duplicate_detect,0.0,Multiple gateway captures share one order; a human must identify the retry to void.,,,duplicate count > 1,duplicate_capture_human_void_required,2026-07-03T10:46:00+00:00
bank_credit,UTR00142,exception,1,duplicate_detect,0.0,Multiple gateway captures share one order; a human must identify the retry to void.,,,duplicate count > 1,duplicate_capture_human_void_required,2026-07-03T10:46:00+00:00
order,ORD00152,exception,1,duplicate_detect,0.0,Multiple gateway captures share one order; a human must identify the retry to void.,,,duplicate count > 1,duplicate_capture_human_void_required,2026-07-03T10:46:00+00:00
transaction,TXN00161,exception,1,duplicate_detect,0.0,Multiple gateway captures share one order; a human must identify the retry to void.,,,duplicate count > 1,duplicate_capture_human_void_required,2026-07-03T10:46:00+00:00
transaction,TXN00162,exception,1,duplicate_detect,0.0,Multiple gateway captures share one order; a human must identify the retry to void.,,,duplicate count > 1,duplicate_capture_human_void_required,2026-07-03T10:46:00+00:00
bank_credit,UTR00144,exception,1,duplicate_detect,0.0,Multiple gateway captures share one order; a human must identify the retry to void.,,,duplicate count > 1,duplicate_capture_human_void_required,2026-07-03T10:46:00+00:00
order,ORD00154,exception,1,duplicate_detect,0.0,Multiple gateway captures share one order; a human must identify the retry to void.,,,duplicate count > 1,duplicate_capture_human_void_required,2026-07-03T10:46:00+00:00
transaction,TXN00164,exception,1,duplicate_detect,0.0,Multiple gateway captures share one order; a human must identify the retry to void.,,,duplicate count > 1,duplicate_capture_human_void_required,2026-07-03T10:46:00+00:00
transaction,TXN00165,exception,1,duplicate_detect,0.0,Multiple gateway captures share one order; a human must identify the retry to void.,,,duplicate count > 1,duplicate_capture_human_void_required,2026-07-03T10:46:00+00:00
bank_credit,UTR00147,exception,1,duplicate_detect,0.0,Multiple gateway captures share one order; a human must identify the retry to void.,,,duplicate count > 1,duplicate_capture_human_void_required,2026-07-03T10:46:00+00:00
order,ORD00172,exception,1,duplicate_detect,0.0,Multiple gateway captures share one order; a human must identify the retry to void.,,,duplicate count > 1,duplicate_capture_human_void_required,2026-07-03T10:46:00+00:00
transaction,TXN00183,exception,1,duplicate_detect,0.0,Multiple gateway captures share one order; a human must identify the retry to void.,,,duplicate count > 1,duplicate_capture_human_void_required,2026-07-03T10:46:00+00:00
transaction,TXN00184,exception,1,duplicate_detect,0.0,Multiple gateway captures share one order; a human must identify the retry to void.,,,duplicate count > 1,duplicate_capture_human_void_required,2026-07-03T10:46:00+00:00
bank_credit,UTR00168,exception,1,duplicate_detect,0.0,Multiple gateway captures share one order; a human must identify the retry to void.,,,duplicate count > 1,duplicate_capture_human_void_required,2026-07-03T10:46:00+00:00
order,ORD00006,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
transaction,TXN00006,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00002,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
order,ORD00007,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
transaction,TXN00007,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00003,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
order,ORD00014,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
transaction,TXN00014,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00011,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
order,ORD00015,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
transaction,TXN00015,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00012,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
order,ORD00016,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
transaction,TXN00016,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00013,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
order,ORD00022,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
transaction,TXN00022,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00020,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
order,ORD00023,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
transaction,TXN00023,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00021,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
order,ORD00034,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
transaction,TXN00034,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00029,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
order,ORD00035,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
transaction,TXN00035,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00030,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
order,ORD00036,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
transaction,TXN00036,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00031,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
order,ORD00037,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
transaction,TXN00037,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00032,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
order,ORD00038,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
transaction,TXN00038,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00033,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
order,ORD00039,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
transaction,TXN00039,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00034,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
order,ORD00040,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
transaction,TXN00040,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00035,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
order,ORD00049,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
transaction,TXN00049,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00041,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
order,ORD00054,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
transaction,TXN00054,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00047,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
order,ORD00063,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
transaction,TXN00063,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00053,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
order,ORD00064,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
transaction,TXN00064,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00054,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
order,ORD00067,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
transaction,TXN00067,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00057,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
order,ORD00068,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
transaction,TXN00068,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00058,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
order,ORD00076,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
transaction,TXN00077,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00062,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
order,ORD00078,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
transaction,TXN00079,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00064,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
order,ORD00079,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
transaction,TXN00080,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00065,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
order,ORD00081,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
transaction,TXN00082,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00067,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
order,ORD00082,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
transaction,TXN00083,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00068,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
order,ORD00083,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
transaction,TXN00084,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00070,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
order,ORD00095,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
transaction,TXN00098,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00084,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
order,ORD00098,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
transaction,TXN00101,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00088,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
order,ORD00101,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
transaction,TXN00104,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00092,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
order,ORD00107,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
transaction,TXN00111,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00097,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
order,ORD00112,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
transaction,TXN00118,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00101,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
order,ORD00114,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
transaction,TXN00121,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00103,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
order,ORD00116,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
transaction,TXN00123,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00105,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
order,ORD00118,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
transaction,TXN00125,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00107,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
order,ORD00120,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
transaction,TXN00127,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00109,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
order,ORD00122,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
transaction,TXN00129,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
